t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,219.97708129882812,-229.97702026367188,-4.976943492889404,219.9771402418256,-229.97707961076497,-5.002342309429568,0.02539895426971933,1.000100000226,1.000100000226,0.0008991908091909919,0.7174226886412608,0.717845365274621,nan,nan,True,True,True,True
0.02,219.97544860839844,-229.97518920898438,-4.975301265716553,219.97731651089194,-229.97715795261857,-5.011061501781971,0.03586306588506997,1.0004000022520003,1.0004000022520003,0.0004735409575651038,2.70050129617059,2.7782147446494814,nan,nan,True,True,True,True
0.03,219.97393798828125,-229.9732666015625,-4.973775386810303,219.97760894832015,-229.9771557897448,-4.974210495842064,0.005365729418652135,1.0009000078780008,1.0009000078780008,0.0003818007133781436,0.0005244364531422373,0.541574873723486,nan,nan,True,True,True,True
0.04,219.9725341796875,-229.9712677001953,-4.97236442565918,219.97801637506484,-229.97707374996537,-4.962213635645148,0.012915232014821774,1.0016000189040017,1.0016000189040017,0.0003696447579891272,0.2788138295175886,0.7777586735979133,nan,nan,True,True,True,True
0.05,219.9712371826172,-229.96920776367188,-4.971066951751709,219.9995590899579,-229.9986212919367,-4.969162948566699,0.04087678202268427,1.0004210192959389,1.0004210192959389,0.00018650104280495754,0.021104696257327017,4.512192310023624,nan,nan,True,True,True,True
0.06,219.97006225585938,-229.96705627441406,-4.969882011413574,220.00439730341165,-230.00272428503098,-4.96874726604076,0.04952161264384075,1.0006062562220204,1.0006062562220204,0.00016004534578058552,0.010495131319847435,4.5000912286604695,nan,nan,True,True,True,True
0.07,219.968994140625,-229.96482849121094,-4.968808650970459,220.0093468009068,-230.00674989662465,-4.9725189567064865,0.058305298149775364,1.000825175036997,1.000825175036997,0.0001427839495447043,0.09979692849067164,4.58817633493126,nan,nan,True,True,True,True
0.08,219.96803283691406,-229.9625244140625,-4.967845439910889,220.014406472134,-230.0106989103668,-4.96680275274727,0.06687588006304755,1.0010777775408688,1.0010777775408688,0.00013139077442721672,0.012741009344287107,4.50772035630829,nan,nan,True,True,True,True
0.09,219.96719360351562,-229.96014404296875,-4.966991424560547,220.01957518138036,-230.01457225734163,-4.969084831872606,0.0755687936491869,1.001364065533636,1.001364065533636,0.00012394413095737447,0.041055983590692346,4.522648947305872,nan,nan,True,True,True,True
0.1,219.96644592285156,-229.9576873779297,-4.966244697570801,220.02542225032334,-229.98783478206823,-4.962972725544102,0.06631575212040691,1.0009194577431317,1.0009194577431317,0.00010575720704646528,0.10561303251012034,5.577619989819642,nan,nan,True,True,True,True
0.11,219.9658203125,-229.95516967773438,-4.96560525894165,220.0308623027433,-229.9885048033042,-4.964107679240177,0.07310221499056499,1.0011125240664216,1.0011125240664216,0.00010082061909701703,0.027580658630596708,5.436851515452387,nan,nan,True,True,True,True
0.12,219.9652862548828,-229.9525604248047,-4.965071678161621,220.03640786459337,-229.98910145802634,-4.962846903785538,0.07999050004688996,1.0013239831434297,1.0013239831434297,9.737318504631894e-05,0.057216535343207746,5.478360412612152,nan,nan,True,True,True,True
0.13,219.96485900878906,-229.94989013671875,-4.96464204788208,220.04205801135197,-229.98962543765145,-4.959331763990328,0.08698723614376579,1.0015538367741565,1.0015538367741565,9.503645973481442e-05,0.3042457974092744,5.689442311479783,nan,nan,True,True,True,True
0.14,219.96453857421875,-229.9471435546875,-4.964316368103027,220.0478115242352,-229.9900775950416,-4.961910916477518,0.09372034049816001,1.0018020867586022,1.0018020867586022,9.352199794679087e-05,0.07063183549021666,5.411753922225094,nan,nan,True,True,True,True
0.15,219.9643096923828,-229.9443359375,-4.96409273147583,220.0222664874228,-229.99511191608514,-4.956760381742633,0.07740124963587437,1.001422791622841,1.001422791622841,8.338281980149539e-05,0.6507060929903435,5.755053857446606,nan,nan,True,True,True,True
0.16,219.9641876220703,-229.9414520263672,-4.96397066116333,220.02612921476847,-229.9957328459108,-4.954173397265352,0.08294066949450775,1.0016187926576587,1.0016187926576587,8.226760035620961e-05,1.1735301936915916,6.187475865772875,nan,nan,True,True,True,True
0.17,219.96417236328125,-229.93849182128906,-4.963948726654053,220.0300922029381,-229.99628446808137,-4.954603837470638,0.08816315691657414,1.0018274474230566,1.0018274474230566,8.155115341738573e-05,1.078495660379306,5.988188184950225,nan,nan,True,True,True,True
0.18,219.96424865722656,-229.9354705810547,-4.96402645111084,220.03415444066738,-229.99676767420783,-4.956085472196467,0.09331243932948073,1.002048757719035,1.002048757719035,8.112745465580427e-05,0.785911386500906,5.6110267792389275,nan,nan,True,True,True,True
0.19,219.9644317626953,-229.93238830566406,-4.964201927185059,220.03831482029338,-229.9971829367285,-4.955559450381174,0.09864959614779187,1.0022827253455937,1.0022827253455937,8.090965574168898e-05,0.9327931715476672,5.671456236305939,nan,nan,True,True,True,True
0.2,219.96470642089844,-229.92922973632812,-4.964474678039551,220.03452656889002,-229.96678168953216,-4.959562431412109,0.07943004734942782,1.001927526275538,1.001927526275538,7.398908949954445e-05,0.3324043324843644,3.8484270560185885,nan,nan,True,True,True,True
0.21,219.96507263183594,-229.92601013183594,-4.964843273162842,220.03847812939168,-229.96552414845,-4.960672144609646,0.08346929311901705,1.0021250614597281,1.0021250614597281,7.382688888432732e-05,0.24259862788764144,3.7521498885868363,nan,nan,True,True,True,True
0.22,219.9655303955078,-229.9227294921875,-4.965307235717773,220.04252521014828,-229.96420097619577,-4.959166146470059,0.08766868565523905,1.0023322440178941,1.0023322440178941,7.376288564995843e-05,0.5189033618043465,4.024334578770757,nan,nan,True,True,True,True
